date,year,locality,estimated_value,sale_price,property,residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,face,year_from_date,month_num,month_name,year_month,price_diff,pct_diff,valuation_status,sale_price_outlier_flag,estimated_value_outlier_flag,price_diff_outlier_flag,pct_diff_outlier_flag
2013-12-21,2013,Stamford,315590.0,332000.0,?,Detached House,3,2,906.0,1.020333,South,2013,12,December,2013-12,16410.0,5.1997845305618045,Overvalued,False,False,False,False
2013-12-22,2013,Bridgeport,191640.0,110000.0,?,Duplex,4,3,1288.0,1.020333,West,2013,12,December,2013-12,-81640.0,-42.600709663953246,Undervalued,False,False,False,False
2013-12-22,2013,Greenwich,575540.0,948000.0,Single Family,Detached House,3,3,1094.0,1.020333,West,2013,12,December,2013-12,372460.0,64.71487646384266,Overvalued,False,False,False,False
2013-12-22,2013,Waterbury,101500.0,91000.0,Single Family,Detached House,3,2,1021.0,1.020333,East,2013,12,December,2013-12,-10500.0,-10.344827586206897,Undervalued,False,False,False,False
2013-12-22,2013,Waterbury,95050.0,50000.0,Single Family,Detached House,3,2,1015.0,1.020333,North,2013,12,December,2013-12,-45050.0,-47.39610731194108,Undervalued,False,False,False,False
2013-12-27,2013,Unknown,937230.0,1250000.0,Single Family,Detached House,3,3,943.0,1.020333,North,2013,12,December,2013-12,312770.0,33.3717443957193,Overvalued,False,True,False,False
2013-12-27,2013,Waterbury,198210.0,155000.0,Single Family,Detached House,3,2,1070.0,1.020333,North,2013,12,December,2013-12,-43210.0,-21.80011099339085,Undervalued,False,False,False,False
2013-12-28,2013,Waterbury,124930.0,127900.0,Single Family,Detached House,3,1,980.0,1.020333,East,2013,12,December,2013-12,2970.0,2.3773313055310976,Fair,False,False,False,False
2013-12-28,2013,Stamford,343330.0,350000.0,Single Family,Detached House,3,1,1095.0,1.020333,North,2013,12,December,2013-12,6670.0,1.942737308129205,Fair,False,False,False,False
2013-12-29,2013,Unknown,191150.0,60000.0,Three Family,Triplex,6,5,1021.0,1.020333,West,2013,12,December,2013-12,-131150.0,-68.6110384514779,Undervalued,False,False,False,False
2013-12-29,2013,Stamford,550770.0,442000.0,?,Detached House,3,3,1095.0,1.020333,East,2013,12,December,2013-12,-108770.0,-19.748715434754978,Undervalued,False,False,False,False
2013-12-29,2013,Greenwich,336980.0,475000.0,?,Detached House,3,3,1059.0,1.020333,North,2013,12,December,2013-12,138020.0,40.957920351356165,Overvalued,False,False,False,False
2013-12-29,2013,Bridgeport,192100.0,130000.0,?,Detached House,3,3,1032.0,1.020333,West,2013,12,December,2013-12,-62100.0,-32.3269130661114,Undervalued,False,False,False,False
2013-12-29,2013,Norwalk,249200.0,358000.0,Single Family,Detached House,3,3,999.0,1.020333,West,2013,12,December,2013-12,108800.0,43.659711075441415,Overvalued,False,False,False,False
2013-12-30,2013,Stamford,694750.0,740000.0,?,Detached House,3,1,1003.0,1.020333,South,2013,12,December,2013-12,45250.0,6.513134220942785,Overvalued,False,False,False,False
2014-01-03,2014,Bridgeport,163950.0,135000.0,Two Family,Duplex,4,2,1021.0,1.350819,West,2014,1,January,2014-01,-28950.0,-17.657822506861848,Undervalued,False,False,False,False
2014-01-03,2014,Bridgeport,142360.0,110000.0,Single Family,Detached House,3,1,1050.0,1.350819,North,2014,1,January,2014-01,-32360.0,-22.731104242764822,Undervalued,False,False,False,False
2014-01-03,2014,Fairfield,272090.0,280000.0,?,Detached House,3,2,993.0,1.350819,East,2014,1,January,2014-01,7910.0,2.9071263184975558,Fair,False,False,False,False
2014-01-03,2014,Norwalk,237440.0,340000.0,Four Family,Fourplex,8,6,2520.0,1.350819,South,2014,1,January,2014-01,102560.0,43.19407008086253,Overvalued,False,False,False,False
2014-01-04,2014,Bridgeport,142770.0,285000.0,Single Family,Detached House,3,3,1081.0,1.350819,South,2014,1,January,2014-01,142230.0,99.62176927926035,Overvalued,False,False,False,False
2014-01-04,2014,Fairfield,283500.0,415000.0,?,Triplex,6,6,2031.0,1.350819,West,2014,1,January,2014-01,131500.0,46.38447971781305,Overvalued,False,False,False,False
2014-01-05,2014,Greenwich,466340.0,515000.0,Single Family,Detached House,3,1,929.0,1.350819,West,2014,1,January,2014-01,48660.0,10.434446970021872,Overvalued,False,False,False,False
2014-01-06,2014,Norwalk,203840.0,200000.0,Single Family,Detached House,3,3,1017.0,1.350819,South,2014,1,January,2014-01,-3840.0,-1.8838304552590266,Fair,False,False,False,False
2014-01-06,2014,Fairfield,1649060.0,1800000.0,Single Family,Detached House,3,3,993.0,1.350819,East,2014,1,January,2014-01,150940.0,9.153093277382267,Overvalued,True,True,False,False
2014-01-09,2014,Bridgeport,144620.0,69900.0,Three Family,Triplex,6,5,1847.0,1.350819,South,2014,1,January,2014-01,-74720.0,-51.6664361775688,Undervalued,False,False,False,False
2014-01-09,2014,Bridgeport,199080.0,170000.0,Single Family,Detached House,3,3,995.0,1.350819,South,2014,1,January,2014-01,-29080.0,-14.607193088205747,Undervalued,False,False,False,False
2014-01-09,2014,Waterbury,128520.0,154900.0,Single Family,Detached House,3,3,1071.0,1.350819,East,2014,1,January,2014-01,26380.0,20.525988173046997,Overvalued,False,False,False,False
2014-01-10,2014,Greenwich,337960.0,530000.0,Four Family,Fourplex,8,7,2800.0,1.350819,East,2014,1,January,2014-01,192040.0,56.82329269736064,Overvalued,False,False,False,False
2014-01-11,2014,Bridgeport,138290.0,97000.0,Single Family,Detached House,3,2,1013.0,1.350819,North,2014,1,January,2014-01,-41290.0,-29.85754573721889,Undervalued,False,False,False,False
2014-01-13,2014,Greenwich,2645930.0,3675000.0,Single Family,Detached House,3,1,918.0,1.350819,East,2014,1,January,2014-01,1029070.0,38.892563295325274,Overvalued,True,True,True,False
2014-01-13,2014,Waterbury,187510.0,190000.0,Three Family,Triplex,6,6,1021.0,1.350819,South,2014,1,January,2014-01,2490.0,1.3279291771105541,Fair,False,False,False,False
2014-01-18,2014,Greenwich,1751750.0,3980000.0,?,Detached House,3,1,907.0,1.350819,South,2014,1,January,2014-01,2228250.0,127.20137005851291,Overvalued,True,True,True,False
2014-01-18,2014,Waterbury,100420.0,92500.0,Single Family,Detached House,3,2,1058.0,1.350819,South,2014,1,January,2014-01,-7920.0,-7.8868751244771955,Undervalued,False,False,False,False
2014-01-18,2014,Waterbury,123380.0,46000.0,Three Family,Triplex,6,5,1021.0,1.350819,South,2014,1,January,2014-01,-77380.0,-62.71680985573026,Undervalued,False,False,False,False
2014-01-19,2014,Greenwich,521500.0,525000.0,Single Family,Detached House,3,1,1071.0,1.350819,East,2014,1,January,2014-01,3500.0,0.6711409395973155,Fair,False,False,False,False
2014-01-20,2014,Unknown,2789570.0,2900000.0,?,Detached House,3,2,988.0,1.350819,South,2014,1,January,2014-01,110430.0,3.9586746344418673,Fair,True,True,False,False
2014-01-24,2014,Norwalk,741580.0,580750.0,Single Family,Detached House,3,1,1053.0,1.350819,South,2014,1,January,2014-01,-160830.0,-21.687478087327058,Undervalued,False,False,False,False
2014-01-25,2014,Stamford,306490.0,188000.0,Single Family,Detached House,3,3,1021.0,1.350819,West,2014,1,January,2014-01,-118490.0,-38.66031518157199,Undervalued,False,False,False,False
2014-01-26,2014,Bridgeport,232270.0,185000.0,Three Family,Triplex,6,4,2033.0,1.350819,South,2014,1,January,2014-01,-47270.0,-20.351315279631464,Undervalued,False,False,False,False
2014-01-26,2014,Bridgeport,144770.0,91000.0,Single Family,Detached House,3,3,1011.0,1.350819,East,2014,1,January,2014-01,-53770.0,-37.141672998549424,Undervalued,False,False,False,False
2014-01-27,2014,Waterbury,119350.0,149000.0,Single Family,Detached House,3,3,959.0,1.350819,East,2014,1,January,2014-01,29650.0,24.842899036447424,Overvalued,False,False,False,False
2014-01-27,2014,Greenwich,414750.0,335000.0,?,Detached House,3,2,1087.0,1.350819,West,2014,1,January,2014-01,-79750.0,-19.228450874020496,Undervalued,False,False,False,False
2014-01-31,2014,Fairfield,383740.0,1189000.0,Single Family,Detached House,3,3,1005.0,1.350819,North,2014,1,January,2014-01,805260.0,209.8452076927086,Overvalued,False,False,True,True
2014-02-01,2014,Norwalk,773850.0,1060783.0,Single Family,Detached House,3,3,1023.0,1.350819,West,2014,2,February,2014-02,286933.0,37.07863280997609,Overvalued,False,False,False,False
2014-02-01,2014,Waterbury,108300.0,45000.0,Single Family,Detached House,3,1,1000.0,1.350819,West,2014,2,February,2014-02,-63300.0,-58.448753462603875,Undervalued,False,False,False,False
2014-02-01,2014,Bridgeport,82780.0,35000.0,Single Family,Detached House,3,2,1067.0,1.350819,South,2014,2,February,2014-02,-47780.0,-57.71925585890312,Undervalued,False,False,False,False
2014-02-02,2014,Bridgeport,137610.0,134260.0,Single Family,Detached House,3,3,1043.0,1.350819,South,2014,2,February,2014-02,-3350.0,-2.4344161034808516,Fair,False,False,False,False
2014-02-03,2014,Unknown,572390.0,750000.0,Single Family,Detached House,3,3,973.0,1.350819,East,2014,2,February,2014-02,177610.0,31.029542794248677,Overvalued,False,False,False,False
2014-02-03,2014,Greenwich,2601340.0,3650000.0,Single Family,Detached House,3,1,1064.0,1.350819,West,2014,2,February,2014-02,1048660.0,40.3123005835454,Overvalued,True,True,True,False
2014-02-06,2014,Waterbury,116840.0,70000.0,Two Family,Duplex,4,2,1343.0,1.350819,North,2014,2,February,2014-02,-46840.0,-40.08901061280383,Undervalued,False,False,False,False
2014-02-06,2014,Greenwich,356160.0,590000.0,Single Family,Detached House,3,3,1021.0,1.350819,East,2014,2,February,2014-02,233840.0,65.65588499550763,Overvalued,False,False,False,False
2014-02-06,2014,Norwalk,263760.0,325000.0,Single Family,Detached House,3,3,1082.0,1.350819,South,2014,2,February,2014-02,61240.0,23.21807703973309,Overvalued,False,False,False,False
2014-02-06,2014,Waterbury,163990.0,140000.0,Three Family,Triplex,6,4,1879.0,1.350819,East,2014,2,February,2014-02,-23990.0,-14.628940789072503,Undervalued,False,False,False,False
2014-02-06,2014,Unknown,238350.0,160000.0,Single Family,Detached House,3,3,1055.0,1.350819,West,2014,2,February,2014-02,-78350.0,-32.8718271449549,Undervalued,False,False,False,False
2014-02-06,2014,Unknown,473760.0,7886.0,Single Family,Detached House,3,1,924.0,1.350819,East,2014,2,February,2014-02,-465874.0,-98.3354441067207,Undervalued,False,False,True,True
2014-02-07,2014,Unknown,446530.0,745000.0,Single Family,Detached House,3,3,943.0,1.350819,West,2014,2,February,2014-02,298470.0,66.84209347636218,Overvalued,False,False,False,False
2014-02-08,2014,Unknown,177230.0,95000.0,Single Family,Detached House,3,3,907.0,1.350819,South,2014,2,February,2014-02,-82230.0,-46.3973367939965,Undervalued,False,False,False,False
2014-02-08,2014,Greenwich,3399410.0,6450000.0,Single Family,Detached House,3,1,971.0,1.350819,South,2014,2,February,2014-02,3050590.0,89.73880761661583,Overvalued,True,True,True,False
2014-02-13,2014,Bridgeport,148820.0,48924.0,Three Family,Triplex,6,6,1021.0,1.350819,South,2014,2,February,2014-02,-99896.0,-67.12538637279935,Undervalued,False,False,False,False
2014-02-13,2014,Greenwich,1703380.0,2755000.0,Single Family,Detached House,3,2,1000.0,1.350819,West,2014,2,February,2014-02,1051620.0,61.73725181697566,Overvalued,True,True,True,False
2014-02-13,2014,Bridgeport,183750.0,55000.0,Three Family,Triplex,6,6,2183.0,1.350819,East,2014,2,February,2014-02,-128750.0,-70.06802721088435,Undervalued,False,False,False,False
2014-02-14,2014,Norwalk,534520.0,380000.0,Two Family,Duplex,4,3,1021.0,1.350819,South,2014,2,February,2014-02,-154520.0,-28.908179301055153,Undervalued,False,False,False,False
2014-02-15,2014,Bridgeport,176528.0,235000.0,Single Family,Detached House,3,3,1021.0,1.350819,North,2014,2,February,2014-02,58472.0,33.1233572011239,Overvalued,False,False,False,False
2014-02-16,2014,Fairfield,1886780.0,2365000.0,Single Family,Detached House,3,2,1073.0,1.350819,East,2014,2,February,2014-02,478220.0,25.345827282460064,Overvalued,True,True,False,False
2014-02-17,2014,Norwalk,311150.0,215000.0,Single Family,Detached House,3,3,997.0,1.350819,South,2014,2,February,2014-02,-96150.0,-30.901494456050138,Undervalued,False,False,False,False
2014-02-17,2014,Waterbury,87470.0,37500.0,Single Family,Detached House,3,1,1027.0,1.350819,West,2014,2,February,2014-02,-49970.0,-57.128158225677375,Undervalued,False,False,False,False
2014-02-21,2014,Bridgeport,179550.0,81000.0,?,Triplex,6,5,1894.0,1.350819,South,2014,2,February,2014-02,-98550.0,-54.88721804511278,Undervalued,False,False,False,False
2014-02-21,2014,Waterbury,137350.0,110000.0,?,Duplex,4,3,1350.0,1.350819,South,2014,2,February,2014-02,-27350.0,-19.912631962140516,Undervalued,False,False,False,False
2014-02-22,2014,Greenwich,1379980.0,1450000.0,Single Family,Detached House,3,2,1016.0,1.350819,North,2014,2,February,2014-02,70020.0,5.073986579515645,Overvalued,True,True,False,False
2014-02-22,2014,Waterbury,198060.0,185000.0,?,Detached House,3,2,982.0,1.350819,East,2014,2,February,2014-02,-13060.0,-6.593961425830557,Undervalued,False,False,False,False
2014-02-23,2014,Stamford,593890.0,615000.0,?,Detached House,3,3,1038.0,1.350819,East,2014,2,February,2014-02,21110.0,3.5545303002239472,Fair,False,False,False,False
2014-02-23,2014,Norwalk,275450.0,310000.0,?,Detached House,3,1,917.0,1.350819,East,2014,2,February,2014-02,34550.0,12.543111272463243,Overvalued,False,False,False,False
2014-02-24,2014,Greenwich,907200.0,1330000.0,Single Family,Detached House,3,2,989.0,1.350819,North,2014,2,February,2014-02,422800.0,46.60493827160494,Overvalued,False,False,False,False
2014-02-24,2014,Greenwich,258930.0,474000.0,Single Family,Detached House,3,1,1021.0,1.350819,South,2014,2,February,2014-02,215070.0,83.06105897346772,Overvalued,False,False,False,False
2014-02-27,2014,Norwalk,413490.0,465000.0,Single Family,Detached House,3,2,1021.0,1.350819,West,2014,2,February,2014-02,51510.0,12.45737502720743,Overvalued,False,False,False,False
2014-02-27,2014,Unknown,265920.0,229900.0,Two Family,Duplex,4,3,1370.0,1.350819,East,2014,2,February,2014-02,-36020.0,-13.545427196149218,Undervalued,False,False,False,False
2014-02-27,2014,Waterbury,111860.0,37500.0,Three Family,Triplex,6,6,2044.0,1.350819,North,2014,2,February,2014-02,-74360.0,-66.47595208296084,Undervalued,False,False,False,False
2014-02-27,2014,Waterbury,170790.0,163500.0,Single Family,Detached House,3,2,917.0,1.350819,North,2014,2,February,2014-02,-7290.0,-4.2683997892148255,Fair,False,False,False,False
2014-02-28,2014,Waterbury,162050.0,98000.0,?,Detached House,3,3,1015.0,1.350819,West,2014,2,February,2014-02,-64050.0,-39.524838012958966,Undervalued,False,False,False,False
2014-02-28,2014,Unknown,144090.0,95000.0,Two Family,Duplex,4,4,1021.0,1.350819,South,2014,2,February,2014-02,-49090.0,-34.068984662363796,Undervalued,False,False,False,False
2014-02-28,2014,Unknown,196840.0,247500.0,Single Family,Detached House,3,1,977.0,1.350819,East,2014,2,February,2014-02,50660.0,25.73663889453363,Overvalued,False,False,False,False
2014-02-28,2014,Unknown,85020.0,30000.0,Two Family,Duplex,4,2,1234.0,1.350819,East,2014,2,February,2014-02,-55020.0,-64.71418489767113,Undervalued,False,False,False,False
2014-02-28,2014,Fairfield,297010.0,275000.0,Single Family,Detached House,3,2,952.0,1.350819,West,2014,2,February,2014-02,-22010.0,-7.410524898151577,Undervalued,False,False,False,False
2014-02-28,2014,Waterbury,144960.0,3000.0,?,Triplex,6,5,2145.0,1.350819,East,2014,2,February,2014-02,-141960.0,-97.93046357615894,Undervalued,False,False,False,True
2014-02-28,2014,Waterbury,59980.0,3000.0,?,Triplex,6,6,1955.0,1.350819,North,2014,2,February,2014-02,-56980.0,-94.99833277759254,Undervalued,False,False,False,True
2014-02-28,2014,Waterbury,104620.0,82300.0,Single Family,Detached House,3,2,1023.0,1.350819,West,2014,2,February,2014-02,-22320.0,-21.334352896195757,Undervalued,False,False,False,False
2014-03-01,2014,Greenwich,580860.0,458333.0,Two Family,Duplex,4,2,1361.0,1.350819,North,2014,3,March,2014-03,-122527.0,-21.094067417277827,Undervalued,False,False,False,False
2014-03-01,2014,Fairfield,220080.0,318000.0,Single Family,Detached House,3,2,1021.0,1.350819,South,2014,3,March,2014-03,97920.0,44.49291166848418,Overvalued,False,False,False,False
2014-03-01,2014,Fairfield,178290.0,110000.0,Single Family,Detached House,3,1,916.0,1.350819,West,2014,3,March,2014-03,-68290.0,-38.302765157888835,Undervalued,False,False,False,False
2014-03-02,2014,Fairfield,319200.0,1250000.0,Single Family,Detached House,3,2,901.0,1.350819,North,2014,3,March,2014-03,930800.0,291.6040100250627,Overvalued,False,False,True,True
2014-03-02,2014,Waterbury,96000.0,92500.0,?,Detached House,3,2,1056.0,1.350819,North,2014,3,March,2014-03,-3500.0,-3.6458333333333335,Fair,False,False,False,False
2014-03-05,2014,Stamford,329160.0,365000.0,Single Family,Detached House,3,3,1010.0,1.350819,North,2014,3,March,2014-03,35840.0,10.888321788795723,Overvalued,False,False,False,False
2014-03-05,2014,Fairfield,239190.0,322500.0,Single Family,Detached House,3,1,931.0,1.350819,North,2014,3,March,2014-03,83310.0,34.8300514235545,Overvalued,False,False,False,False
2014-03-05,2014,Bridgeport,133220.0,110000.0,Single Family,Detached House,3,2,936.0,1.350819,East,2014,3,March,2014-03,-23220.0,-17.429815343041586,Undervalued,False,False,False,False
2014-03-08,2014,Waterbury,122070.0,50000.0,Three Family,Triplex,6,5,2082.0,1.350819,West,2014,3,March,2014-03,-72070.0,-59.03989514213156,Undervalued,False,False,False,False
2014-03-08,2014,Norwalk,234850.0,175000.0,Single Family,Detached House,3,1,1081.0,1.350819,South,2014,3,March,2014-03,-59850.0,-25.48435171385991,Undervalued,False,False,False,False
2014-03-09,2014,Waterbury,95590.0,104000.0,Single Family,Detached House,3,3,1021.0,1.350819,South,2014,3,March,2014-03,8410.0,8.79799142169683,Overvalued,False,False,False,False
2014-03-12,2014,Waterbury,134160.0,75000.0,Three Family,Triplex,6,6,2098.0,1.350819,South,2014,3,March,2014-03,-59160.0,-44.09660107334526,Undervalued,False,False,False,False
2014-03-14,2014,Norwalk,441280.0,520000.0,Single Family,Detached House,3,3,966.0,1.350819,West,2014,3,March,2014-03,78720.0,17.83901377810007,Overvalued,False,False,False,False
2014-03-14,2014,Unknown,260610.0,183750.0,Single Family,Detached House,3,3,1040.0,1.350819,South,2014,3,March,2014-03,-76860.0,-29.492344883158744,Undervalued,False,False,False,False
2014-03-16,2014,Waterbury,139250.0,129500.0,Single Family,Detached House,3,3,999.0,1.350819,East,2014,3,March,2014-03,-9750.0,-7.001795332136446,Undervalued,False,False,False,False
2014-03-16,2014,Waterbury,112850.0,42900.0,Single Family,Detached House,3,1,1000.0,1.350819,South,2014,3,March,2014-03,-69950.0,-61.984935755427564,Undervalued,False,False,False,False
2014-03-16,2014,Stamford,1539350.0,1515000.0,Single Family,Detached House,3,3,1067.0,1.350819,North,2014,3,March,2014-03,-24350.0,-1.5818364894273556,Fair,True,True,False,False
2014-03-19,2014,Bridgeport,100480.0,90000.0,Single Family,Detached House,3,2,969.0,1.350819,North,2014,3,March,2014-03,-10480.0,-10.429936305732484,Undervalued,False,False,False,False
2014-03-19,2014,Fairfield,247100.0,275000.0,Two Family,Duplex,4,4,1261.0,1.350819,West,2014,3,March,2014-03,27900.0,11.290975313638203,Overvalued,False,False,False,False
2014-03-20,2014,Stamford,510350.0,460000.0,?,Detached House,3,3,1000.0,1.350819,East,2014,3,March,2014-03,-50350.0,-9.865778387381209,Undervalued,False,False,False,False
2014-03-21,2014,Unknown,176920.0,60000.0,Single Family,Detached House,3,1,1021.0,1.350819,West,2014,3,March,2014-03,-116920.0,-66.0863667194212,Undervalued,False,False,False,False
2014-03-22,2014,Waterbury,64200.0,10000.0,Three Family,Triplex,6,6,1952.0,1.350819,North,2014,3,March,2014-03,-54200.0,-84.42367601246106,Undervalued,False,False,False,True
2014-03-22,2014,Greenwich,1098090.0,1150000.0,Single Family,Detached House,3,1,1066.0,1.350819,South,2014,3,March,2014-03,51910.0,4.727299219553953,Fair,False,True,False,False
2014-03-22,2014,Norwalk,180810.0,180000.0,Single Family,Detached House,3,2,1021.0,1.350819,East,2014,3,March,2014-03,-810.0,-0.44798407167745147,Fair,False,False,False,False
2014-03-23,2014,Waterbury,81280.0,16163.0,Single Family,Detached House,3,2,1093.0,1.350819,West,2014,3,March,2014-03,-65117.0,-80.11441929133858,Undervalued,False,False,False,False
2014-03-23,2014,Waterbury,146190.0,149000.0,Single Family,Detached House,3,2,973.0,1.350819,West,2014,3,March,2014-03,2810.0,1.922156098228333,Fair,False,False,False,False
2014-03-23,2014,Greenwich,393120.0,450000.0,Single Family,Detached House,3,3,968.0,1.350819,West,2014,3,March,2014-03,56880.0,14.46886446886447,Overvalued,False,False,False,False
2014-03-27,2014,Greenwich,6130110.0,9250000.0,?,Detached House,3,2,934.0,1.350819,East,2014,3,March,2014-03,3119890.0,50.8945190216815,Overvalued,True,True,True,False
2014-03-28,2014,Bridgeport,120950.0,74000.0,Single Family,Detached House,3,2,1021.0,1.350819,East,2014,3,March,2014-03,-46950.0,-38.81769326167838,Undervalued,False,False,False,False
2014-03-29,2014,Greenwich,402920.0,539185.0,Single Family,Detached House,3,1,1052.0,1.350819,South,2014,3,March,2014-03,136265.0,33.81936860915318,Overvalued,False,False,False,False
2014-03-30,2014,Fairfield,812560.0,1250000.0,Single Family,Detached House,3,2,939.0,1.350819,West,2014,3,March,2014-03,437440.0,53.83479373830855,Overvalued,False,False,False,False
2014-03-30,2014,Norwalk,716590.0,1020000.0,Single Family,Detached House,3,3,1001.0,1.350819,North,2014,3,March,2014-03,303410.0,42.3408085516125,Overvalued,False,False,False,False
2014-03-30,2014,Fairfield,336910.0,338000.0,Single Family,Detached House,3,2,986.0,1.350819,North,2014,3,March,2014-03,1090.0,0.32352853877890236,Fair,False,False,False,False
2014-03-30,2014,Fairfield,392910.0,810000.0,?,Detached House,3,2,1009.0,1.350819,East,2014,3,March,2014-03,417090.0,106.15408108727189,Overvalued,False,False,False,False
2014-04-02,2014,Bridgeport,164490.0,165000.0,?,Triplex,6,5,1936.0,1.350819,North,2014,4,April,2014-04,510.0,0.310049243115083,Fair,False,False,False,False
2014-04-02,2014,Stamford,586190.0,425000.0,?,Detached House,3,3,924.0,1.350819,South,2014,4,April,2014-04,-161190.0,-27.49791023388321,Undervalued,False,False,False,False
2014-04-02,2014,Norwalk,570710.0,579500.0,Single Family,Detached House,3,1,966.0,1.350819,South,2014,4,April,2014-04,8790.0,1.540186784881989,Fair,False,False,False,False
2014-04-02,2014,Fairfield,260610.0,291300.0,Single Family,Detached House,3,2,910.0,1.350819,East,2014,4,April,2014-04,30690.0,11.776217336249568,Overvalued,False,False,False,False
2014-04-03,2014,Waterbury,122830.0,125000.0,Single Family,Detached House,3,2,1021.0,1.350819,West,2014,4,April,2014-04,2170.0,1.7666693804445168,Fair,False,False,False,False
2014-04-04,2014,Unknown,119470.0,130000.0,Two Family,Duplex,4,2,1356.0,1.350819,North,2014,4,April,2014-04,10530.0,8.8139281828074,Overvalued,False,False,False,False
2014-04-05,2014,Greenwich,480900.0,510000.0,Two Family,Duplex,4,2,1460.0,1.350819,North,2014,4,April,2014-04,29100.0,6.051154086088584,Overvalued,False,False,False,False
2014-04-09,2014,Fairfield,569310.0,975000.0,?,Detached House,3,1,975.0,1.350819,East,2014,4,April,2014-04,405690.0,71.25994625072455,Overvalued,False,False,False,False
2014-04-10,2014,Waterbury,155620.0,140000.0,Single Family,Detached House,3,2,966.0,1.350819,South,2014,4,April,2014-04,-15620.0,-10.037270273743735,Undervalued,False,False,False,False
2014-04-10,2014,Fairfield,409360.0,537000.0,Single Family,Detached House,3,1,1093.0,1.350819,West,2014,4,April,2014-04,127640.0,31.180379128395547,Overvalued,False,False,False,False
2014-04-10,2014,Waterbury,138250.0,36500.0,Three Family,Triplex,6,5,1864.0,1.350819,East,2014,4,April,2014-04,-101750.0,-73.59855334538878,Undervalued,False,False,False,False
2014-04-10,2014,Fairfield,335930.0,675000.0,Single Family,Detached House,3,2,1087.0,1.350819,East,2014,4,April,2014-04,339070.0,100.93471854255351,Overvalued,False,False,False,False
2014-04-10,2014,Fairfield,343560.0,425000.0,?,Detached House,3,1,926.0,1.350819,South,2014,4,April,2014-04,81440.0,23.704738619164047,Overvalued,False,False,False,False
2014-04-11,2014,Greenwich,1124620.0,2025000.0,Single Family,Detached House,3,1,900.0,1.350819,East,2014,4,April,2014-04,900380.0,80.06082054382814,Overvalued,True,True,True,False
2014-04-11,2014,Norwalk,208530.0,150150.0,Single Family,Detached House,3,3,1065.0,1.350819,South,2014,4,April,2014-04,-58380.0,-27.99597180261833,Undervalued,False,False,False,False
2014-04-12,2014,Bridgeport,135240.0,90000.0,Single Family,Detached House,3,1,1092.0,1.350819,South,2014,4,April,2014-04,-45240.0,-33.451641526175685,Undervalued,False,False,False,False
2014-04-12,2014,Stamford,666670.0,650000.0,Single Family,Detached House,3,1,994.0,1.350819,East,2014,4,April,2014-04,-16670.0,-2.500487497562512,Fair,False,False,False,False
2014-04-13,2014,Waterbury,175850.0,166000.0,Single Family,Detached House,3,1,926.0,1.350819,North,2014,4,April,2014-04,-9850.0,-5.601364799545067,Undervalued,False,False,False,False
2014-04-13,2014,Waterbury,117260.0,42000.0,Three Family,Triplex,6,6,2131.0,1.350819,South,2014,4,April,2014-04,-75260.0,-64.18215930411051,Undervalued,False,False,False,False
2014-04-13,2014,Greenwich,1802430.0,3500000.0,?,Detached House,3,3,978.0,1.350819,West,2014,4,April,2014-04,1697570.0,94.18229834168316,Overvalued,True,True,True,False
2014-04-16,2014,Bridgeport,177370.0,40000.0,Two Family,Duplex,4,2,1492.0,1.350819,West,2014,4,April,2014-04,-137370.0,-77.44827197384,Undervalued,False,False,False,False
2014-04-16,2014,Stamford,524160.0,575000.0,Single Family,Detached House,3,3,1021.0,1.350819,East,2014,4,April,2014-04,50840.0,9.69932844932845,Overvalued,False,False,False,False
2014-04-16,2014,Bridgeport,114170.0,100000.0,?,Detached House,3,3,1048.0,1.350819,North,2014,4,April,2014-04,-14170.0,-12.411316457913637,Undervalued,False,False,False,False
2014-04-16,2014,Norwalk,265721.0,290000.0,Single Family,Detached House,3,1,1021.0,1.350819,West,2014,4,April,2014-04,24279.0,9.13702718264646,Overvalued,False,False,False,False
2014-04-17,2014,Greenwich,1413510.0,3000000.0,Single Family,Detached House,3,1,1021.0,1.350819,South,2014,4,April,2014-04,1586490.0,112.23762124074112,Overvalued,True,True,True,False
2014-04-18,2014,Bridgeport,228430.0,210000.0,Four Family,Fourplex,8,6,2570.0,1.350819,North,2014,4,April,2014-04,-18430.0,-8.068117147485006,Undervalued,False,False,False,False
2014-04-18,2014,Bridgeport,108630.0,118720.0,Single Family,Detached House,3,2,1021.0,1.350819,East,2014,4,April,2014-04,10090.0,9.288410199760655,Overvalued,False,False,False,False
2014-04-18,2014,Fairfield,281050.0,310000.0,?,Detached House,3,1,1082.0,1.350819,North,2014,4,April,2014-04,28950.0,10.300658245863726,Overvalued,False,False,False,False
2014-04-20,2014,Fairfield,1188740.0,950000.0,Single Family,Detached House,3,2,999.0,1.350819,East,2014,4,April,2014-04,-238740.0,-20.083449703046924,Undervalued,False,True,False,False
2014-04-23,2014,Unknown,457240.0,552000.0,Single Family,Detached House,3,3,974.0,1.350819,North,2014,4,April,2014-04,94760.0,20.72434607645875,Overvalued,False,False,False,False
2014-04-23,2014,Unknown,185400.0,163000.0,Three Family,Triplex,6,6,2169.0,1.350819,West,2014,4,April,2014-04,-22400.0,-12.081984897518879,Undervalued,False,False,False,False
